ProduktID;MHD;Batch
produkt_91154;17.06.2025;304
produkt_91155;13.05.2025;531
produkt_91156;04.11.2025;110
produkt_91157;19.08.2025;200
produkt_91158;23.09.2025;415
produkt_91159;17.11.2025;402
produkt_91160;09.08.2025;845
produkt_91161;25.03.2025;723
produkt_91162;09.12.2025;600
produkt_91163;07.08.2025;640
produkt_91164;29.12.2025;160
produkt_91165;04.04.2025;623
produkt_91166;18.04.2025;126
produkt_91167;23.04.2025;291
produkt_91168;09.04.2025;475
produkt_91169;02.11.2025;825
produkt_91170;07.11.2025;703
produkt_91171;02.10.2025;563
produkt_91172;22.11.2025;433
produkt_91173;02.04.2025;571
produkt_91174;20.11.2025;776
produkt_91175;20.02.2025;754
produkt_91176;10.10.2025;884
produkt_91177;05.01.2025;612
produkt_91178;09.05.2025;619
produkt_91179;28.07.2025;846
produkt_91180;24.11.2025;639
produkt_91181;02.10.2025;802
produkt_91182;06.07.2025;223
produkt_91183;21.01.2025;679
produkt_91184;08.08.2025;797
produkt_91185;22.05.2025;167
produkt_91186;21.02.2025;53
produkt_91187;12.03.2025;330
produkt_91188;01.11.2025;950
produkt_91189;24.09.2025;101
produkt_91190;25.02.2025;871
produkt_91191;21.03.2025;596
produkt_91192;22.08.2025;512
produkt_91193;25.03.2025;470
produkt_91194;22.06.2025;479
produkt_91195;24.05.2025;475
produkt_91196;08.05.2025;966
produkt_91197;11.08.2025;65
produkt_91198;17.08.2025;581
produkt_91199;15.02.2025;77
produkt_91200;20.01.2025;78
produkt_91201;13.10.2025;650
produkt_91202;09.04.2025;512
produkt_91203;08.12.2025;177
produkt_91204;23.04.2025;130
produkt_91205;17.10.2025;473
produkt_91206;07.10.2025;580
produkt_91207;27.09.2025;165
produkt_91208;22.02.2025;511
produkt_91209;01.12.2025;738
produkt_91210;04.05.2025;851
produkt_91211;23.10.2025;52
produkt_91212;12.03.2025;325
produkt_91213;05.09.2025;78
produkt_91214;07.03.2025;241
produkt_91215;08.06.2025;312
produkt_91216;10.02.2025;368
produkt_91217;13.01.2025;778
produkt_91218;25.09.2025;311
produkt_91219;29.07.2025;920
produkt_91220;26.01.2025;999
produkt_91221;25.02.2025;650
produkt_91222;13.08.2025;290
produkt_91223;23.10.2025;925
produkt_91224;12.01.2025;440
produkt_91225;18.07.2025;482
produkt_91226;15.04.2025;426
produkt_91227;01.07.2025;67
produkt_91228;13.04.2025;373
produkt_91229;08.01.2025;387
produkt_91230;07.11.2025;640
produkt_91231;14.03.2025;249
produkt_91232;17.05.2025;200
produkt_91233;02.05.2025;994
produkt_91234;04.09.2025;323
produkt_91235;18.05.2025;673
produkt_91236;02.12.2025;697
produkt_91237;05.07.2025;654
produkt_91238;12.01.2025;359
produkt_91239;24.12.2025;336
produkt_91240;09.12.2025;447
produkt_91241;15.11.2025;652
produkt_91242;21.01.2025;218
produkt_91243;17.06.2025;311
produkt_91244;24.03.2025;933
produkt_91245;04.08.2025;382
produkt_91246;23.10.2025;456
produkt_91247;18.10.2025;331
produkt_91248;15.05.2025;367
produkt_91249;11.06.2025;104
produkt_91250;12.04.2025;312
produkt_91251;23.03.2025;533
produkt_91252;20.04.2025;906
produkt_91253;01.10.2025;332
produkt_91254;12.01.2025;764
produkt_91255;21.12.2025;128
produkt_91256;30.10.2025;924
produkt_91257;09.12.2025;254
produkt_91258;01.08.2025;538
produkt_91259;22.06.2025;900
produkt_91260;01.01.2025;941
produkt_91261;16.01.2025;698
produkt_91262;18.08.2025;123
produkt_91263;18.08.2025;174
produkt_91264;29.01.2025;494
produkt_91265;01.11.2025;133
produkt_91266;29.07.2025;567
produkt_91267;29.03.2025;848
produkt_91268;16.12.2025;915
produkt_91269;21.07.2025;116
produkt_91270;04.10.2025;892
produkt_91271;17.12.2025;201
produkt_91272;16.09.2025;380
produkt_91273;25.09.2025;692
produkt_91274;10.04.2025;233
produkt_91275;04.06.2025;329
produkt_91276;12.04.2025;969
produkt_91277;04.12.2025;749
produkt_91278;17.01.2025;653
produkt_91279;02.05.2025;518
produkt_91280;15.11.2025;242
produkt_91281;01.02.2025;258
produkt_91282;30.11.2025;888
produkt_91283;24.03.2025;575
produkt_91284;24.09.2025;748
produkt_91285;08.11.2025;598
produkt_91286;05.11.2025;90
produkt_91287;30.08.2025;102
produkt_91288;02.12.2025;92
produkt_91289;11.03.2025;288
produkt_91290;31.03.2025;965
produkt_91291;17.07.2025;306
produkt_91292;08.01.2025;765
produkt_91293;06.10.2025;720
produkt_91294;26.08.2025;984
produkt_91295;14.12.2025;996
produkt_91296;10.11.2025;454
produkt_91297;16.09.2025;766
produkt_91298;26.05.2025;66
produkt_91299;27.01.2025;86
produkt_91300;24.07.2025;230
produkt_91301;12.08.2025;616
produkt_91302;03.09.2025;283
produkt_91303;23.12.2025;872
produkt_91304;18.12.2025;657
produkt_91305;16.10.2025;797
produkt_91306;11.12.2025;566
produkt_91307;02.03.2025;946
produkt_91308;27.05.2025;546
produkt_91309;26.01.2025;244
produkt_91310;09.02.2025;282
produkt_91311;20.02.2025;981
produkt_91312;07.07.2025;144
produkt_91313;30.08.2025;838
produkt_91314;04.04.2025;193
produkt_91315;31.08.2025;947
produkt_91316;27.06.2025;974
produkt_91317;06.01.2025;750
produkt_91318;28.04.2025;641
produkt_91319;18.09.2025;282
produkt_91320;06.05.2025;797
produkt_91321;19.10.2025;411
produkt_91322;17.07.2025;912
produkt_91323;22.08.2025;718
produkt_91324;09.02.2025;290
produkt_91325;11.12.2025;677
produkt_91326;09.03.2025;74
produkt_91327;18.12.2025;239
produkt_91328;23.12.2025;864
produkt_91329;14.06.2025;689
produkt_91330;21.07.2025;696
produkt_91331;12.07.2025;632
produkt_91332;17.05.2025;310
produkt_91333;30.06.2025;605
produkt_91334;25.07.2025;63
produkt_91335;31.01.2025;795
produkt_91336;13.03.2025;489
produkt_91337;16.07.2025;363
produkt_91338;10.12.2025;556
produkt_91339;05.10.2025;271
produkt_91340;17.04.2025;747
produkt_91341;03.08.2025;446
produkt_91342;14.01.2025;632
produkt_91343;29.11.2025;210
produkt_91344;24.10.2025;475
produkt_91345;03.09.2025;443
produkt_91346;24.02.2025;650
produkt_91347;04.04.2025;892
produkt_91348;08.05.2025;225
produkt_91349;02.03.2025;958
produkt_91350;13.01.2025;430
produkt_91351;23.12.2025;892
produkt_91352;28.03.2025;153
produkt_91353;13.08.2025;863
produkt_91354;26.01.2025;660
produkt_91355;03.11.2025;717
produkt_91356;08.11.2025;347
produkt_91357;28.11.2025;611
produkt_91358;11.03.2025;854
produkt_91359;26.06.2025;472
produkt_91360;11.03.2025;886
produkt_91361;02.04.2025;417
produkt_91362;26.11.2025;865
produkt_91363;17.02.2025;885
produkt_91364;21.08.2025;400
produkt_91365;03.09.2025;942
produkt_91366;03.10.2025;508
produkt_91367;03.07.2025;534
produkt_91368;16.09.2025;291
produkt_91369;17.05.2025;990
produkt_91370;14.08.2025;946
produkt_91371;05.03.2025;989
produkt_91372;29.11.2025;629
produkt_91373;17.08.2025;790
produkt_91374;22.12.2025;218
produkt_91375;20.09.2025;807
produkt_91376;04.07.2025;359
produkt_91377;18.04.2025;62
produkt_91378;26.01.2025;482
produkt_91379;19.09.2025;62
produkt_91380;01.02.2025;707
produkt_91381;01.01.2026;464
produkt_91382;26.06.2025;512
produkt_91383;17.11.2025;700
produkt_91384;18.12.2025;239
produkt_91385;09.06.2025;143
produkt_91386;26.01.2025;392
produkt_91387;28.01.2025;247
produkt_91388;04.09.2025;906
produkt_91389;20.03.2025;785
produkt_91390;01.01.2026;623
produkt_91391;05.06.2025;76
produkt_91392;11.12.2025;112
produkt_91393;27.03.2025;537
produkt_91394;17.09.2025;844
produkt_91395;11.04.2025;990
produkt_91396;26.10.2025;740
produkt_91397;11.09.2025;445
produkt_91398;16.06.2025;272
produkt_91399;14.06.2025;954
produkt_91400;24.01.2025;191
produkt_91401;06.12.2025;355
produkt_91402;09.07.2025;194
produkt_91403;15.12.2025;208
produkt_91404;11.08.2025;135
produkt_91405;19.10.2025;674
produkt_91406;06.12.2025;307
produkt_91407;14.05.2025;277
produkt_91408;01.04.2025;395
produkt_91409;08.09.2025;871
produkt_91410;02.08.2025;816
produkt_91411;18.04.2025;550
produkt_91412;27.08.2025;70
produkt_91413;25.04.2025;974
produkt_91414;14.08.2025;264
produkt_91415;17.04.2025;273
produkt_91416;30.11.2025;344
produkt_91417;03.11.2025;602
produkt_91418;24.06.2025;616
produkt_91419;22.01.2025;644
produkt_91420;25.03.2025;922
produkt_91421;30.04.2025;595
produkt_91422;02.11.2025;292
produkt_91423;01.10.2025;824
produkt_91424;16.10.2025;76
produkt_91425;13.01.2025;791
produkt_91426;21.09.2025;979
produkt_91427;04.01.2025;891
produkt_91428;18.05.2025;781
produkt_91429;17.11.2025;126
produkt_91430;17.09.2025;349
produkt_91431;13.06.2025;185
produkt_91432;21.06.2025;539
produkt_91433;01.11.2025;641
produkt_91434;24.07.2025;662
produkt_91435;23.08.2025;766
produkt_91436;26.03.2025;90
produkt_91437;16.06.2025;391
produkt_91438;30.07.2025;634
produkt_91439;17.10.2025;339
produkt_91440;20.04.2025;980
produkt_91441;16.06.2025;622
produkt_91442;18.02.2025;165
produkt_91443;29.06.2025;846
produkt_91444;29.04.2025;188
produkt_91445;28.12.2025;681
produkt_91446;07.01.2025;991
produkt_91447;25.07.2025;923
produkt_91448;07.12.2025;894
produkt_91449;28.05.2025;835
produkt_91450;29.10.2025;550
produkt_91451;03.02.2025;460
produkt_91452;22.12.2025;768
produkt_91453;02.11.2025;78
produkt_91454;03.09.2025;711
produkt_91455;13.02.2025;526
produkt_91456;22.12.2025;508
produkt_91457;11.09.2025;417
produkt_91458;11.09.2025;878
produkt_91459;13.05.2025;396
produkt_91460;16.10.2025;588
produkt_91461;21.08.2025;158
produkt_91462;08.07.2025;62
produkt_91463;02.04.2025;749
produkt_91464;22.11.2025;970
produkt_91465;04.02.2025;592
produkt_91466;13.07.2025;437
produkt_91467;03.04.2025;528
produkt_91468;27.02.2025;749
produkt_91469;12.10.2025;364
produkt_91470;19.03.2025;752
produkt_91471;24.04.2025;619
produkt_91472;22.12.2025;623
produkt_91473;09.03.2025;317
produkt_91474;21.01.2025;124
produkt_91475;16.02.2025;1000
produkt_91476;27.09.2025;991
produkt_91477;23.09.2025;469
produkt_91478;24.08.2025;618
produkt_91479;01.11.2025;397
produkt_91480;05.10.2025;464
produkt_91481;24.09.2025;438
produkt_91482;13.06.2025;225
produkt_91483;20.05.2025;61
produkt_91484;12.07.2025;347
produkt_91485;17.07.2025;604
produkt_91486;26.09.2025;854
produkt_91487;05.02.2025;420
produkt_91488;06.02.2025;571
produkt_91489;20.12.2025;374
produkt_91490;05.06.2025;108
produkt_91491;30.06.2025;706
produkt_91492;04.08.2025;724
produkt_91493;23.06.2025;239
produkt_91494;23.09.2025;211
produkt_91495;08.10.2025;728
produkt_91496;16.02.2025;653
produkt_91497;26.10.2025;880
produkt_91498;01.03.2025;319
produkt_91499;12.08.2025;589
produkt_91500;28.07.2025;692
produkt_91501;06.08.2025;727
produkt_91502;19.03.2025;749
produkt_91503;03.06.2025;647
produkt_91504;01.03.2025;398
produkt_91505;28.11.2025;517
produkt_91506;16.01.2025;935
produkt_91507;22.09.2025;701
produkt_91508;05.01.2025;819
produkt_91509;17.06.2025;133
produkt_91510;22.05.2025;655
produkt_91511;19.06.2025;357
produkt_91512;10.04.2025;557
produkt_91513;27.03.2025;991
produkt_91514;06.03.2025;970
produkt_91515;28.11.2025;562
produkt_91516;13.11.2025;292
produkt_91517;30.09.2025;161
produkt_91518;08.01.2025;72
produkt_91519;07.12.2025;851
produkt_91520;05.12.2025;124
produkt_91521;01.11.2025;881
produkt_91522;21.09.2025;381
produkt_91523;12.01.2025;51
produkt_91524;21.09.2025;436
produkt_91525;18.01.2025;595
produkt_91526;23.01.2025;150
produkt_91527;02.09.2025;648
produkt_91528;12.05.2025;171
produkt_91529;13.02.2025;993
produkt_91530;12.02.2025;259
produkt_91531;09.10.2025;187
produkt_91532;08.09.2025;766
produkt_91533;22.11.2025;786
produkt_91534;20.05.2025;835
produkt_91535;05.07.2025;982
produkt_91536;01.11.2025;151
produkt_91537;21.06.2025;837
produkt_91538;15.07.2025;100
produkt_91539;17.09.2025;614
produkt_91540;17.02.2025;691
produkt_91541;29.01.2025;56
produkt_91542;12.04.2025;141
produkt_91543;10.06.2025;394
produkt_91544;22.09.2025;238
produkt_91545;13.11.2025;360
produkt_91546;15.07.2025;491
produkt_91547;01.04.2025;832
produkt_91548;14.12.2025;456
produkt_91549;22.11.2025;841
produkt_91550;07.04.2025;606
produkt_91551;21.01.2025;289
produkt_91552;06.10.2025;836
produkt_91553;19.07.2025;726
produkt_91554;21.12.2025;759
produkt_91555;08.12.2025;201
produkt_91556;05.05.2025;502
produkt_91557;05.07.2025;375
produkt_91558;10.12.2025;981
produkt_91559;29.04.2025;589
produkt_91560;28.09.2025;515
produkt_91561;16.01.2025;984
produkt_91562;30.09.2025;499
produkt_91563;01.04.2025;682
produkt_91564;24.09.2025;874
produkt_91565;22.06.2025;601
produkt_91566;18.09.2025;983
produkt_91567;25.08.2025;958
produkt_91568;14.08.2025;729
produkt_91569;21.01.2025;700
produkt_91570;31.05.2025;762
produkt_91571;14.09.2025;286
produkt_91572;13.09.2025;617
produkt_91573;28.05.2025;233
produkt_91574;27.12.2025;552
produkt_91575;09.03.2025;231
produkt_91576;11.10.2025;85
produkt_91577;01.05.2025;181
produkt_91578;18.09.2025;514
produkt_91579;29.12.2025;893
produkt_91580;23.11.2025;673
produkt_91581;11.06.2025;68
produkt_91582;18.12.2025;673
produkt_91583;30.12.2025;877
produkt_91584;26.09.2025;636
produkt_91585;08.10.2025;243
produkt_91586;30.01.2025;261
produkt_91587;18.11.2025;596
produkt_91588;14.09.2025;820
produkt_91589;08.07.2025;333
produkt_91590;31.03.2025;550
produkt_91591;13.02.2025;661
produkt_91592;26.10.2025;360
produkt_91593;24.02.2025;713
produkt_91594;26.10.2025;321
produkt_91595;06.01.2025;248
produkt_91596;03.03.2025;167
produkt_91597;25.07.2025;309
produkt_91598;08.04.2025;539
produkt_91599;10.08.2025;724
produkt_91600;18.02.2025;820
produkt_91601;21.07.2025;777
produkt_91602;13.09.2025;357
produkt_91603;02.09.2025;429
produkt_91604;28.04.2025;646
produkt_91605;17.05.2025;100
produkt_91606;27.06.2025;912
produkt_91607;28.01.2025;274
produkt_91608;20.05.2025;988
produkt_91609;25.12.2025;303
produkt_91610;11.03.2025;618
produkt_91611;05.05.2025;474
produkt_91612;23.02.2025;520
produkt_91613;23.06.2025;410
produkt_91614;16.10.2025;246
produkt_91615;05.09.2025;58
produkt_91616;17.08.2025;788
produkt_91617;03.01.2025;328
produkt_91618;05.08.2025;328
produkt_91619;11.05.2025;473
produkt_91620;24.02.2025;685
produkt_91621;14.03.2025;830
produkt_91622;08.04.2025;737
produkt_91623;13.07.2025;711
produkt_91624;13.09.2025;119
produkt_91625;19.06.2025;351
produkt_91626;02.02.2025;796
produkt_91627;29.01.2025;734
produkt_91628;04.11.2025;557
produkt_91629;07.11.2025;319
produkt_91630;26.11.2025;318
produkt_91631;01.07.2025;248
produkt_91632;22.10.2025;154
produkt_91633;29.11.2025;955
produkt_91634;15.12.2025;464
produkt_91635;06.10.2025;433
produkt_91636;19.10.2025;149
produkt_91637;29.01.2025;701
produkt_91638;25.08.2025;818
produkt_91639;31.12.2025;707
produkt_91640;05.09.2025;797
produkt_91641;16.07.2025;960
produkt_91642;19.09.2025;422
produkt_91643;03.10.2025;914
produkt_91644;15.03.2025;436
produkt_91645;10.03.2025;774
produkt_91646;21.10.2025;283
produkt_91647;27.07.2025;999
produkt_91648;22.10.2025;458
produkt_91649;27.09.2025;910
produkt_91650;10.09.2025;255
produkt_91651;03.03.2025;86
produkt_91652;10.05.2025;477
produkt_91653;20.06.2025;842
produkt_91654;24.04.2025;315
produkt_91655;02.07.2025;712
produkt_91656;01.08.2025;506
produkt_91657;25.10.2025;870
produkt_91658;23.09.2025;790
produkt_91659;22.11.2025;626
produkt_91660;04.04.2025;456
produkt_91661;15.04.2025;473
produkt_91662;22.01.2025;773
produkt_91663;08.10.2025;83
produkt_91664;02.10.2025;820
produkt_91665;14.03.2025;477
produkt_91666;25.05.2025;309
produkt_91667;27.07.2025;782
produkt_91668;12.03.2025;300
produkt_91669;16.07.2025;442
produkt_91670;09.10.2025;627
produkt_91671;27.07.2025;942
produkt_91672;28.04.2025;304
produkt_91673;19.06.2025;442
produkt_91674;01.01.2026;76
produkt_91675;01.10.2025;248
produkt_91676;19.02.2025;501
produkt_91677;19.08.2025;804
produkt_91678;13.05.2025;285
produkt_91679;13.07.2025;602
produkt_91680;28.11.2025;619
produkt_91681;03.11.2025;138
produkt_91682;29.12.2025;860
produkt_91683;03.11.2025;277
produkt_91684;13.06.2025;984
produkt_91685;30.10.2025;267
produkt_91686;07.08.2025;523
produkt_91687;22.12.2025;937
produkt_91688;24.06.2025;251
produkt_91689;11.07.2025;696
produkt_91690;08.02.2025;282
produkt_91691;18.02.2025;216
produkt_91692;25.03.2025;54
produkt_91693;10.04.2025;277
produkt_91694;23.08.2025;668
produkt_91695;20.09.2025;386
produkt_91696;09.05.2025;875
produkt_91697;25.01.2025;734
produkt_91698;07.03.2025;449
produkt_91699;27.08.2025;293
produkt_91700;19.04.2025;172
produkt_91701;29.04.2025;579
produkt_91702;03.07.2025;173
produkt_91703;12.09.2025;795
produkt_91704;08.06.2025;998
produkt_91705;14.08.2025;900
produkt_91706;12.10.2025;682
produkt_91707;04.01.2025;567
produkt_91708;05.03.2025;975
produkt_91709;16.01.2025;398
produkt_91710;02.03.2025;323
produkt_91711;30.05.2025;514
produkt_91712;01.03.2025;806
produkt_91713;14.01.2025;263
produkt_91714;07.12.2025;199
produkt_91715;15.07.2025;298
produkt_91716;26.03.2025;953
produkt_91717;21.01.2025;930
produkt_91718;05.11.2025;511
produkt_91719;21.04.2025;823
produkt_91720;17.10.2025;948
produkt_91721;03.12.2025;990
produkt_91722;10.11.2025;294
produkt_91723;27.09.2025;375
produkt_91724;01.06.2025;382
produkt_91725;04.04.2025;977
produkt_91726;02.12.2025;686
produkt_91727;24.06.2025;753
produkt_91728;21.01.2025;69
produkt_91729;25.06.2025;862
produkt_91730;21.08.2025;803
produkt_91731;12.06.2025;749
produkt_91732;31.03.2025;82
produkt_91733;06.08.2025;818
produkt_91734;12.12.2025;188
produkt_91735;14.04.2025;868
produkt_91736;27.11.2025;419
produkt_91737;23.02.2025;841
produkt_91738;05.12.2025;78
produkt_91739;14.09.2025;761
produkt_91740;06.03.2025;518
produkt_91741;19.05.2025;364
produkt_91742;05.08.2025;752
produkt_91743;04.08.2025;525
produkt_91744;20.12.2025;510
produkt_91745;02.11.2025;601
produkt_91746;25.10.2025;621
produkt_91747;10.08.2025;288
produkt_91748;04.03.2025;219
produkt_91749;11.05.2025;651
produkt_91750;14.01.2025;494
produkt_91751;08.07.2025;209
produkt_91752;26.05.2025;662
produkt_91753;29.03.2025;97
produkt_91754;29.11.2025;458
produkt_91755;08.05.2025;557
produkt_91756;26.04.2025;371
produkt_91757;28.06.2025;565
produkt_91758;27.06.2025;427
produkt_91759;04.04.2025;130
produkt_91760;09.05.2025;789
produkt_91761;25.06.2025;863
produkt_91762;01.03.2025;485
produkt_91763;11.05.2025;562
produkt_91764;01.11.2025;383
produkt_91765;24.09.2025;450
produkt_91766;14.01.2025;953
produkt_91767;27.11.2025;446
produkt_91768;21.08.2025;531
produkt_91769;30.07.2025;224
produkt_91770;19.05.2025;870
produkt_91771;23.04.2025;557
produkt_91772;06.02.2025;774
produkt_91773;04.05.2025;231
produkt_91774;12.12.2025;333
produkt_91775;05.06.2025;232
produkt_91776;25.05.2025;697
produkt_91777;03.10.2025;503
produkt_91778;16.10.2025;421
produkt_91779;17.01.2025;72
produkt_91780;23.05.2025;956
produkt_91781;16.03.2025;910
produkt_91782;02.04.2025;286
produkt_91783;08.07.2025;701
produkt_91784;26.05.2025;882
produkt_91785;21.12.2025;792
produkt_91786;16.11.2025;225
produkt_91787;13.11.2025;471
produkt_91788;29.04.2025;237
produkt_91789;28.12.2025;517
produkt_91790;31.01.2025;153
produkt_91791;16.12.2025;274
produkt_91792;18.03.2025;651
produkt_91793;27.01.2025;146
produkt_91794;31.05.2025;848
produkt_91795;16.05.2025;425
produkt_91796;16.01.2025;366
produkt_91797;08.01.2025;637
produkt_91798;14.12.2025;109
produkt_91799;09.07.2025;869
produkt_91800;02.06.2025;461
produkt_91801;28.11.2025;437
produkt_91802;09.01.2025;767
produkt_91803;18.06.2025;415
produkt_91804;18.11.2025;70
produkt_91805;20.12.2025;139
produkt_91806;26.07.2025;699
produkt_91807;15.09.2025;815
produkt_91808;25.11.2025;613
produkt_91809;10.05.2025;848
produkt_91810;20.08.2025;708
produkt_91811;03.01.2025;360
produkt_91812;11.09.2025;784
produkt_91813;24.03.2025;518
produkt_91814;30.04.2025;989
produkt_91815;26.11.2025;368
produkt_91816;13.12.2025;160
produkt_91817;26.01.2025;316
produkt_91818;01.02.2025;465
produkt_91819;28.04.2025;739
produkt_91820;06.03.2025;716
produkt_91821;17.07.2025;90
produkt_91822;05.05.2025;436
produkt_91823;04.07.2025;579
produkt_91824;12.12.2025;667
produkt_91825;09.01.2025;422
produkt_91826;27.02.2025;197
produkt_91827;05.03.2025;190
produkt_91828;15.08.2025;611
produkt_91829;17.10.2025;424
produkt_91830;11.10.2025;636
produkt_91831;18.05.2025;405
produkt_91832;03.11.2025;417
produkt_91833;19.05.2025;884
produkt_91834;21.09.2025;509
produkt_91835;25.12.2025;467
produkt_91836;25.11.2025;364
produkt_91837;05.09.2025;761
produkt_91838;28.06.2025;848
produkt_91839;20.05.2025;637
produkt_91840;22.02.2025;898
produkt_91841;09.02.2025;586
produkt_91842;16.05.2025;565
produkt_91843;27.01.2025;878
produkt_91844;15.12.2025;142
produkt_91845;18.02.2025;389
produkt_91846;08.01.2025;243
produkt_91847;04.04.2025;828
produkt_91848;05.10.2025;106
produkt_91849;26.03.2025;870
produkt_91850;25.09.2025;968
produkt_91851;22.08.2025;914
produkt_91852;13.06.2025;439
produkt_91853;15.11.2025;515
produkt_91854;27.01.2025;334
produkt_91855;26.03.2025;462
produkt_91856;31.08.2025;521
produkt_91857;02.01.2025;721
produkt_91858;24.04.2025;803
produkt_91859;04.04.2025;515
produkt_91860;24.01.2025;370
produkt_91861;25.02.2025;624
produkt_91862;26.02.2025;656
produkt_91863;04.04.2025;749
produkt_91864;10.07.2025;875
produkt_91865;08.07.2025;620
produkt_91866;14.01.2025;747
produkt_91867;21.08.2025;456
produkt_91868;04.12.2025;610
produkt_91869;15.11.2025;698
produkt_91870;28.12.2025;741
produkt_91871;13.07.2025;972
produkt_91872;27.09.2025;407
produkt_91873;25.08.2025;419
produkt_91874;05.11.2025;861
produkt_91875;26.03.2025;932
produkt_91876;26.04.2025;853
produkt_91877;18.07.2025;478
produkt_91878;29.05.2025;367
produkt_91879;26.01.2025;594
produkt_91880;10.07.2025;823
produkt_91881;06.03.2025;246
produkt_91882;08.03.2025;976
produkt_91883;06.06.2025;718
produkt_91884;17.07.2025;557
produkt_91885;15.05.2025;702
produkt_91886;15.01.2025;668
produkt_91887;07.03.2025;374
produkt_91888;16.02.2025;866
produkt_91889;18.05.2025;148
produkt_91890;22.05.2025;950
produkt_91891;30.03.2025;345
produkt_91892;17.11.2025;728
produkt_91893;08.03.2025;84
produkt_91894;12.12.2025;279
produkt_91895;21.03.2025;814
produkt_91896;17.02.2025;69
produkt_91897;28.08.2025;325
produkt_91898;19.03.2025;701
produkt_91899;19.04.2025;783
produkt_91900;18.12.2025;934
produkt_91901;16.05.2025;447
produkt_91902;13.04.2025;943
produkt_91903;09.09.2025;551
produkt_91904;19.11.2025;827
produkt_91905;12.12.2025;308
produkt_91906;16.02.2025;940
produkt_91907;12.08.2025;852
produkt_91908;15.01.2025;593
produkt_91909;01.05.2025;653
produkt_91910;04.02.2025;623
produkt_91911;24.10.2025;418
produkt_91912;18.05.2025;847
produkt_91913;21.11.2025;860
produkt_91914;16.07.2025;905
produkt_91915;04.09.2025;748
produkt_91916;09.12.2025;294
produkt_91917;02.04.2025;689
produkt_91918;04.10.2025;656
produkt_91919;24.04.2025;629
produkt_91920;19.11.2025;455
produkt_91921;24.05.2025;873
produkt_91922;08.02.2025;855
produkt_91923;14.01.2025;348
produkt_91924;19.05.2025;164
produkt_91925;09.02.2025;143
produkt_91926;06.08.2025;65
produkt_91927;25.06.2025;263
produkt_91928;26.07.2025;681
produkt_91929;28.11.2025;731
produkt_91930;27.12.2025;391
produkt_91931;23.07.2025;770
produkt_91932;17.10.2025;60
produkt_91933;17.07.2025;741
produkt_91934;30.07.2025;935
produkt_91935;12.08.2025;812
produkt_91936;27.12.2025;660
produkt_91937;13.08.2025;397
produkt_91938;10.10.2025;844
produkt_91939;28.09.2025;894
produkt_91940;27.12.2025;671
produkt_91941;21.11.2025;595
produkt_91942;11.11.2025;73
produkt_91943;02.10.2025;537
produkt_91944;01.10.2025;492
produkt_91945;06.03.2025;102
produkt_91946;16.12.2025;406
produkt_91947;11.01.2025;67
produkt_91948;12.05.2025;911
produkt_91949;05.09.2025;841
produkt_91950;26.02.2025;929
produkt_91951;26.07.2025;551
produkt_91952;18.04.2025;968
produkt_91953;19.02.2025;87
produkt_91954;24.10.2025;553
produkt_91955;11.07.2025;105
produkt_91956;01.11.2025;424
produkt_91957;25.09.2025;937
produkt_91958;19.01.2025;744
produkt_91959;24.03.2025;342
produkt_91960;04.10.2025;946
produkt_91961;13.02.2025;493
produkt_91962;13.09.2025;811
produkt_91963;16.11.2025;729
produkt_91964;25.01.2025;96
produkt_91965;29.07.2025;968
produkt_91966;17.02.2025;399
produkt_91967;11.05.2025;153
produkt_91968;29.03.2025;440
produkt_91969;11.01.2025;595
produkt_91970;29.11.2025;166
produkt_91971;19.08.2025;974
produkt_91972;02.09.2025;648
produkt_91973;19.01.2025;771
produkt_91974;21.08.2025;722
produkt_91975;07.10.2025;918
produkt_91976;20.01.2025;273
produkt_91977;14.05.2025;821
produkt_91978;19.05.2025;526
produkt_91979;30.05.2025;485
produkt_91980;02.01.2025;302
produkt_91981;13.10.2025;91
produkt_91982;20.09.2025;295
produkt_91983;06.09.2025;539
produkt_91984;20.10.2025;134
produkt_91985;23.08.2025;573
produkt_91986;31.05.2025;673
produkt_91987;06.01.2025;154
produkt_91988;05.12.2025;363
produkt_91989;21.09.2025;355
produkt_91990;24.07.2025;91
produkt_91991;25.01.2025;709
produkt_91992;26.06.2025;162
produkt_91993;14.05.2025;52
produkt_91994;11.12.2025;738
produkt_91995;31.05.2025;959
produkt_91996;28.10.2025;423
produkt_91997;21.09.2025;423
produkt_91998;19.04.2025;717
produkt_91999;11.09.2025;600
produkt_92000;22.01.2025;406
produkt_92001;23.06.2025;287
produkt_92002;27.02.2025;204
produkt_92003;03.03.2025;184
produkt_92004;09.04.2025;897
produkt_92005;28.10.2025;161
produkt_92006;16.09.2025;461
produkt_92007;09.12.2025;127
produkt_92008;28.06.2025;746
produkt_92009;25.02.2025;820
produkt_92010;21.11.2025;537
produkt_92011;06.01.2025;726
produkt_92012;19.03.2025;977
produkt_92013;03.09.2025;112
produkt_92014;14.06.2025;745
produkt_92015;29.10.2025;892
produkt_92016;24.07.2025;731
produkt_92017;16.07.2025;126
produkt_92018;27.11.2025;675
produkt_92019;24.06.2025;324
produkt_92020;09.02.2025;224
produkt_92021;16.05.2025;560
produkt_92022;13.08.2025;696
produkt_92023;23.10.2025;606
produkt_92024;18.03.2025;620
produkt_92025;16.06.2025;851
produkt_92026;05.03.2025;186
produkt_92027;31.08.2025;637
